"app_id","GOOD","BAD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"-296",".",".","14JUL2005","1","SL","27","3","",".","2250","70","2",".",".","0",".","713","0.4421318909","57.125","1","1","1819","3","4"
"-282",".",".","14JUL2005","1","SA","33","0","R","1",".","3","1","160",".","0",".",".","0.0821456143","48.53125","2","0","0","3","0"
"343","0","1","15JUL2005","0","SC","18","0","P",".",".",".",".",".",".",".","9",".","0","34.203125",".","0",".","5","-1"
"-346",".",".","15JUL2005","10","SO","17",".","P",".",".",".",".",".","10",".","15",".","0.0797481062","66.328125",".","0",".","5","-1"
"-323",".",".","15JUL2005","0","SO","17",".","P","1","150","1",".",".","3",".","23",".","0.0757743677","80.609375",".","0",".","5","-1"
"-337",".",".","15JUL2005","0","SC","19","0","P",".","100","18","1",".","11","1","23",".","0","60.671875","1","1","121","3","3"
"-330",".",".","15JUL2005","1","SN","22","0","P",".",".","7","1","90","0","0",".",".","0.2713300167","57.5390625",".","0","0","3","-1"
"-324",".",".","15JUL2005","0","SA","19","0","P",".",".","31","1",".","21","0","10",".","0","20.328125","1","1","14","3","-1"
"345","1","0","15JUL2005","1","SA","21",".","P",".",".","13",".","1","3",".","13",".","0.0949819081","34.2265625",".","0",".","5","-1"
"-360",".",".","15JUL2005","0","SO","23","0","R","3","250","2","2","185",".","0",".","62","0.0303861951","45","5","0",".","2","0"
"-320",".",".","15JUL2005","0","SO","43",".","H",".","5150","34","1",".",".","5",".","154","0.0115713802","90.078125","2","0","0","3","2"
"341","1","0","15JUL2005","1","SO","21",".","P",".",".",".",".",".","21",".","13",".","0.2622215869","33.2578125",".","0",".","5","-1"
"-338",".",".","15JUL2005","0","SB","22","2","",".",".","35","1",".",".","4","20",".","0.1765374956","57.9453125",".","0","0","3","-1"
"-342",".",".","15JUL2005","0","SN","29","1","R",".",".","57","1",".",".",".",".",".","0","26.1875","1","0","0","3","1"
"-358",".",".","15JUL2005","1","SO","17","1","P",".",".",".",".",".","0",".",".",".","0","21.37109375",".","0",".","5","-1"
"350","1","0","15JUL2005","800","SB","45",".","R",".","250","18","2","40",".","6",".","465","0.2662298642","38.671875",".","0",".","5","-1"
"333","1","0","15JUL2005","11","SD","18","1","P",".",".","15","2",".",".",".","1",".","0.3506224779","55.28125","1","1","0","3","2"
"-354",".",".","15JUL2005","0","SN","29","0","P","1",".","6","3","14",".","4",".",".","0.1603353461","59.8125","2","0",".","5","2"
"-353",".",".","15JUL2005","0","SD","20","0","P",".",".","10",".","439","3","1",".",".","0.118397041","20.76171875","1","0",".","5","0"
"-325",".",".","15JUL2005","480","SC","21","3","P",".","950","30","1",".","22","4","18",".","0.0428539717","70.65625","1","1","614","3","1"
"-357",".",".","15JUL2005","1580","SO","42","1","R",".",".",".",".",".",".",".",".",".","0","53.75","1","0",".","5","1"
"-348",".",".","15JUL2005","0","SL","22","1","R","1","1350","2","2",".",".",".",".",".","0.2986786235","26.51171875","1","1",".","1","4"
"349","1","0","15JUL2005","0","SA","19","1","P",".","100","15","1",".","0","0","3",".","0","80.546875",".","0","0","3","-1"
"322","0","1","15JUL2005","0","SB","18","1","P",".",".",".",".",".","4",".","5",".","0",".","1","0",".","5","0"
"344","0","1","15JUL2005","0","SO","20","1","P","1",".","5","1","0","1",".","6",".","0.0471019316","57.4609375",".","0","0","3","-1"
"352","0","1","15JUL2005","320","SN","20","1","P","1","1100","5","2","0","6","3","12",".","0.0602993299","78.640625","2","1","0","3","2"
"321","1","0","15JUL2005","1540","FT","38","0","R",".",".",".",".",".",".",".",".",".","0.0897912448","51.609375",".","0",".","5","-1"
"329","0","1","15JUL2005","0","SO","18",".","P",".",".","28","1",".",".",".",".",".","0.0769873261","31.10546875",".","0","0","3","-1"
"-331",".",".","15JUL2005","0","SO","17","1","P",".",".",".",".",".","5",".","13",".","0.2349586217","83.9375",".","0",".","5","-1"
"339","1","0","15JUL2005","0","SE","18","0","P",".",".",".",".",".",".",".",".",".","0.3860725453","57.9296875",".","0",".","5","-1"
"327","1","0","15JUL2005","0","SO","16","0","P",".",".",".",".",".","11",".","16",".","0.0563377071","27.62109375",".","0",".","5","-1"
"-359",".",".","15JUL2005","0","SN","31","1","R","2",".","3","3","0",".","1","1",".","0.1407119893","56.1953125",".","0","0","3","-1"
"-326",".",".","15JUL2005","0","SL","22","5","P",".","7500","11","4","20",".",".",".","6076","0.0253825962","77.4375","1","4","2507","2","-1"
"-335",".",".","15JUL2005","1","SG","25","1","H","1",".","4",".","0",".",".",".",".","0.0486565082","75.234375",".","0",".","5","3"
"-363",".",".","16JUL2005","0","SH","38","1","R",".","50","31","2","0",".","7",".",".","0.4743060898","54.1640625","2","0","0","3","1"
"382","1","0","16JUL2005","0","SL","20",".","P","1","500","3","1",".","12",".","9",".","0","67.9375",".","0","0","3","-1"
"374","1","0","16JUL2005","0","SO","23",".","R",".",".",".",".",".",".",".",".",".","0.1116264029","77.203125",".","0",".","5","-1"
"383","0","1","16JUL2005","0","SO","21","2","P",".",".","19","2",".","4",".","1",".","0","43.1171875","1","1","1107","3","3"
"-366",".",".","16JUL2005","1","SC","23","2","R",".",".","28","1",".",".",".",".",".","0.1273763287","54.0390625",".","0","0","3","-1"
"376","1","0","16JUL2005","0","SM","20","2","",".",".","6",".","0","10","1","6",".","0.5524016619","55.8203125",".","0",".","5","-1"
"378","1","0","16JUL2005","1","SF","20","1","R",".","500","12","1","0",".",".",".",".","0.2014797474","67.796875","1","1","360","3","-1"
"361","1","0","16JUL2005","480","SO","23","5","P",".","200","14","2","25","14","5","12",".","0","81","1","2","72","3","-1"
"377","0","1","16JUL2005","1","SL","21","0","P",".",".","19",".",".","22","1","2",".","0","39.203125",".","0",".","5","-1"
"368","0","1","16JUL2005","1","SA","23",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"380","1","0","16JUL2005","0","FT","24",".","R",".",".",".",".",".",".",".",".",".","0.0448961325","17.66015625",".","0",".","5","-1"
"-367",".",".","16JUL2005","0","SL","20","0","P","1","100","4","1",".","24","4","57",".","0.4489516728","41.203125","3","0","0","3","1"
"364","1","0","16JUL2005","0","SO","23","3","P",".","750","11","1",".",".","19","28","61","0.0350721098","73.5625","1","1","412","3","0"
"365","1","0","16JUL2005","1","SM","22","4","P",".","4300","7","3","0","23","5","20","712","0.0824397141","58.671875","2","3","2027","3","0"
"381","1","0","16JUL2005","500","SO","18",".","P",".","700","7","1",".",".",".","2",".","0.0429544147","54.234375","1","1","2","3","3"
"404","0","1","19JUL2005","0","SB","19","0","P",".",".",".",".",".","14","0","38",".","0","32.703125",".","0",".","5","-1"
"-423",".",".","19JUL2005","1","SO","17","0","P",".",".",".",".",".","20","0","10",".","0.0339112594","30.86328125",".","0",".","5","-1"
"-414",".",".","19JUL2005","0","SH","20","0","P",".",".","10","2","79","25","2","13",".","0","70.234375","1","1","0","3","-1"
"-407",".",".","19JUL2005","0","SE","22","5","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"408","1","0","19JUL2005","800","SB","19",".","P",".",".",".",".",".","19","0","8",".","0.0715759185","50.1875","1","0",".","5","2"
"411","1","0","19JUL2005","1","SE","24",".","R",".",".","6","1","0",".",".",".",".","0.1049111555","44.234375",".","0","0","3","-1"
"-426",".",".","19JUL2005","0","SO","17","1","P",".",".",".",".",".","20",".","33",".","0.0051912499","67.859375",".","0",".","5","-1"
"412","1","0","19JUL2005","1","SO","16",".","P",".",".",".",".",".","5",".","6",".","0.0640122702","54.15625",".","0",".","5","-1"
"403","0","1","19JUL2005","0","SO","19","0","P",".",".","6","2","230","3","1","35",".","0.1862205504","61.15625","1","2","33","3","-1"
"-417",".",".","19JUL2005","0","SN","21","4","R",".",".","45","1",".",".",".",".",".","0.4264914701","47.3046875","1","0","0","3","1"
"422","1","0","19JUL2005","0","SO","19",".","R",".",".","9","1",".",".",".",".",".","0.2960278122","70.59375",".","0","0","3","-1"
"-416",".",".","19JUL2005","160","SM","20",".","R","1","500","3",".",".","3","0","1",".","0.15033786","44.46875","1","0",".","5","1"
"-434",".",".","19JUL2005","0","SD","23","1","",".","950","31","1",".",".",".",".",".","0",".",".","0","0","3","-1"
"402","1","0","19JUL2005","0","SO","18",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","5","-1"
"420","1","0","19JUL2005","0","SB","18","0","P",".",".","28","1",".","17","0","17",".","0.0124169822","69.515625",".","0","0","3","-1"
"406","1","0","19JUL2005","0","SO","18",".","P",".",".","10","1",".","24","0","47",".","0","55.3359375",".","0","0","3","4"
"-398",".",".","19JUL2005","40","SO","19",".","P",".",".",".",".",".","6","0","20",".","0.3030565986","46.375",".","0",".","5","-1"
"430","1","0","19JUL2005","1","SO","20",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"389","1","0","19JUL2005","0","SO","21",".","R",".",".","12","1",".","0",".","5",".","0.0023079388","21.265625",".","0","0","3","-1"
"429","1","0","19JUL2005","0","SL","25","99999","P",".",".","26",".",".",".",".","2",".","0","45.6484375",".","0",".","5","-1"
"-394",".",".","19JUL2005","0","SB","18","1","P",".",".","22","1",".","3","0","7",".","0","46.78125","2","0","0","3","0"
"-421",".",".","19JUL2005","0","SF","20","1","P",".",".",".",".",".",".",".","6",".","0","61.78125",".","0",".","5","-1"
"-384",".",".","19JUL2005","0","SN","38","0","H","3","4500","6","3","45",".","6",".","3751","0.0581534173","64.25","2","1","0","3","0"
"-425",".",".","19JUL2005","0","SM","22","2","R","1",".","2","1","19",".",".",".",".","0.1818471774","48.6875","1","0","0","3","0"
"-435",".",".","19JUL2005","0","SD","23","1","",".","950","31","1",".",".",".",".",".","0",".",".","0","0","3","-1"
"-413",".",".","19JUL2005","500","SA","17",".","P",".",".",".",".",".","1",".","5",".","0.2716183262","72.40625",".","0",".","5","-1"
"418","1","0","19JUL2005","10","SF","19",".","P",".","500","10","1",".","13","0","38",".","0.381779423","64.03125",".","0","0","3","-1"
"-432",".",".","19JUL2005","0","SD","50","1","R",".","4600","12","1","1",".","6",".","1","0.2737620827","35.7734375","1","0","0","3","1"
"427","0","1","19JUL2005","0","SO","18","1","P",".",".","28","1",".","7",".","8",".","0.0190419333","48.09375",".","0","0","3","-1"
"419","1","0","19JUL2005","0","SC","21","3","P",".","300","15","2",".","2","2","11",".","0.0350777647","91.84375","1","1","0","3","-1"
"409","1","0","19JUL2005","1","SB","23","1","R",".","2100","23",".",".",".",".",".",".","0.598415086","13.0625",".","0",".","5","-1"
"-393",".",".","19JUL2005","0","SB","20","1","R",".",".","9","1",".",".",".",".",".","0.1957490891","40.640625","1","0","0","3","0"
"385","1","0","19JUL2005","1","SO","21",".","P",".",".","19","1",".","5","2","8",".","0.0522158801","64.203125","1","0",".","5","0"
"405","0","1","19JUL2005","1","SO","23",".","R",".",".",".",".",".",".",".",".",".","0.2728191791","58.6875",".","0",".","5","-1"
"428","0","1","19JUL2005","380","SA","18","0","P",".",".",".",".",".",".","15","15",".","0.0643372955","50.8828125",".","0",".","5","-1"
"424","1","0","19JUL2005","1","SM","44","6","P",".","4700","75",".",".",".","0",".","311","0","56.40625",".","0",".","5","-1"
"-464",".",".","20JUL2005","0","SC","18","0","P",".",".",".",".",".","23","0","42",".","0","90.15625","1","0",".","5","0"
"-462",".",".","20JUL2005","0","SA","17","0","P",".",".",".",".",".","6",".","23",".","0.0414875174","57.7578125",".","0",".","5","-1"
"446","0","1","20JUL2005","0","SA","18","0","P",".",".",".",".",".","12","0","15",".","0.219254388","49.953125",".","0",".","5","-1"
"-438",".",".","20JUL2005","1200","SO","23","3","H",".","2250","7","1","0",".","0",".",".","0.1498128241","29.27734375","2","1","997","3","0"
"-453",".",".","20JUL2005","0","SH","22","0","R",".",".",".",".",".",".",".",".",".","0.1125059458","30.9140625",".","0",".","5","-1"
"-460",".",".","20JUL2005","1520","SM","23","5","R","1","1900","2","2","0",".",".",".","526","0.4064221205","67.84375","1","2","708","3","1"
"-441",".",".","20JUL2005","0","SA","19","0","P",".",".",".",".",".","2",".","5",".","0.0565901076","56.546875",".","0",".","5","-1"
"447","0","1","20JUL2005","0","SM","20","2","P",".","1450","11","1",".","19","0","26",".","0","51.5","1","1","1454","3","1"
"452","1","0","20JUL2005","0","SA","21","2","P",".","150","15",".","0","13","2","31",".","0","84.90625","1","0",".","5","1"
"457","0","1","20JUL2005","0","SO","22",".","R",".",".",".",".",".",".",".",".",".","0.4654815868","45.7265625",".","0",".","5","-1"
"450","1","0","20JUL2005","0","SO","19","0","P",".",".","18","1",".","12",".","26",".","0.0634885435","78.40625","1","0","0","3","1"
"439","1","0","20JUL2005","400","SB","20",".","",".",".","6",".","0",".",".",".",".","0.0955666166","61.421875",".","0",".","5","-1"
"456","1","0","20JUL2005","0","SN","18",".","P",".",".",".",".",".","14","1","12",".","0","67.28125",".","0",".","5","-1"
"-463",".",".","20JUL2005","0","SK","19","1","P",".",".","7","2",".","12","0","8",".","0.0551881979","25","2","2","506","3","0"
"448","1","0","20JUL2005","1","SO","18","0","P","1","1050","5","1","50","18","1","37","1085","0.0731288353","65.671875","1","0","0","3","2"
"449","0","1","20JUL2005","0","SA","22","3","",".",".","14","1","1",".",".",".",".","0.1860068603","51.53125",".","0",".","5","-1"
"-458",".",".","20JUL2005","0","SM","31","2","R",".","5450","13","1","22","0","3","9","1707","0","46.546875",".","0",".","5","-1"
"-436",".",".","20JUL2005","0","SN","29","3","",".",".","62","1",".","9",".","3",".","0.1180869364","78.265625",".","0",".","5","-1"
"461","0","1","20JUL2005","0","SB","20","0","P",".","150","6","1","0","18",".","17","155","0.1204061222","59.1875",".","0","0","3","4"
"-442",".",".","20JUL2005","0","SB","20","0","P",".",".","20",".","1","7","2","10",".","0.1056139951","41.0078125",".","0",".","5","-1"
"482","1","0","21JUL2005","0","SL","24","3","P",".","950","12","2","25",".",".",".",".","0",".","1","1","0","3","-1"
"-472",".",".","21JUL2005","0","SO","19",".","R",".",".",".",".",".",".",".",".",".","0.0020995702","24.90625",".","0",".","5","-1"
"-488",".",".","21JUL2005","0","SD","24","0","P",".",".","25",".","158",".",".",".",".","0.0834146931","45.8515625","2","0",".","5","0"
"-475",".",".","21JUL2005","500","SO","25",".","R","1",".","2","1",".",".",".",".",".","0.1778432024","56.2421875","1","0","0","3","1"
"484","0","1","21JUL2005","1","SK","18",".","R",".",".",".",".",".",".",".","1",".","0.2065102924","28.8984375","1","0",".","5","1"
"477","0","1","21JUL2005","0","SF","23","2","P",".",".","34",".",".","3","3","8",".","0","42.8984375","1","0",".","5","0"
"481","1","0","21JUL2005","0","SB","28","2","P","2","1800","2","3","0",".",".","1","1768","0.3029132504","87.953125","1","1","0","2","1"
"-503",".",".","21JUL2005","0","SO","18","0","P",".",".",".",".",".","25","0","5",".","0.0338098248","60.2109375",".","0",".","5","-1"
"-469",".",".","21JUL2005","1","SD","21","0","P",".","1550","9","4",".","6","0","57",".","0.5157262385","56.0078125","1","3","1783","3","3"
"498","1","0","21JUL2005","0","SO","19","1","P",".",".","18","1",".","14","0","13",".","0","24.58203125",".","0","0","3","-1"
"-500",".",".","21JUL2005","0","SB","22","1","P",".",".","28",".","55","1","3","8",".","0.0803616883","22.20703125","1","0",".","5","1"
"-476",".",".","21JUL2005","1","SB","18","0","P","3","850","2","1",".","2","0","28",".","0","11.65625","1","0","0","3","1"
"474","1","0","21JUL2005","100","SO","21","4","R",".",".",".",".",".","2","3","13",".","0","70.203125",".","0",".","5","-1"
"-499",".",".","21JUL2005","0","SC","23","1","P",".",".","34","2",".","1",".","1",".","0","70.328125","1","1","0","3","-1"
"489","1","0","21JUL2005","0","SL","21","3","P","2","200","6","4",".","6","3","7",".","0.4496297045","57.9375","3","3","298","3","0"
"490","1","0","21JUL2005","0","SO","21",".","P",".",".",".",".",".","26","4","28",".","0.0476004306","48.5625",".","0",".","5","-1"
"468","1","0","21JUL2005","0","SC","27","0","R",".",".",".",".",".",".",".",".",".","0.3347548805","38.5078125",".","0",".","5","-1"
"-486",".",".","21JUL2005","1","SD","20","0","",".",".","38","1",".","19","3","38",".","0","48.71875",".","0","0","3","-1"
"479","1","0","21JUL2005","1","SA","29","6","H",".","8550","8",".",".",".","3",".","3844","0.0342638699","26.66015625",".","0",".","5","-1"
"492","0","1","21JUL2005","0","SD","18","1","P",".","1100","8","2","45","6","0","34",".","0.0233449023","63.71875","1","2","1012","3","1"
"-487",".",".","21JUL2005","0","SD","19","0","P",".",".","73","2",".","5","0","21",".","0.1422830946","51.9140625",".","0","0","3","-1"
"-506",".",".","21JUL2005","0","SN","35","0","H","1","100","1","2","176",".","1",".","249","0.0149507427","64.59375","1","1","0","3","1"
"-501",".",".","21JUL2005","500","SL","19",".","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"493","0","1","21JUL2005","0","SO","21",".","R",".",".",".",".",".",".",".",".",".","0.3317752127","58.4453125",".","0",".","5","-1"
"471","0","1","21JUL2005","0","SO","20",".","R",".",".",".",".",".",".",".",".",".","0.0534651125","80.796875",".","0",".","5","-1"
"-480",".",".","21JUL2005","0","SC","19","1","P",".",".","12","2","0",".","0","4",".","0.0837529418","43.140625",".","0","0","3","-1"
"-494",".",".","21JUL2005","300","SO","20",".","R",".",".",".",".",".",".",".",".",".","0.0782276045","70.109375",".","0",".","5","-1"
"-466",".",".","21JUL2005","1400","SM","33",".","R",".",".",".",".",".",".",".",".",".","0",".","1","0",".","5","1"
"515","1","0","22JUL2005","100","SO","22","4","R",".","350","27",".",".",".",".",".","32","0.4559581587","56.2109375",".","0",".","5","-1"
