"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","NewFeature1","NewFeature2"
"284","1","JUL2005",500,"SA",17,"0","P",0.0199999999999765,322,13.8733333333333,1.08,10.9666666666667,1,0.426666666666667,5,209.573333333333,0.2716183262,72.40625,0,0,0.0666666666657555,"5",12,0.407190532280942,-285.353333333333
"286","1","JUL2005",0,"SD",50,"1","R",0,4600,12,1,1,13.04,6,14.8916666666667,1,0.2737620827,35.7734375,1,0,0,"3",1,0.000217391304347826,-4599
"290","1","JUL2005",0,"SB",20,"1","R",0,282,9,1,8.72666666666667,14.2253333333333,1.23333333333333,18.74,223.446666666667,0.1957490891,40.640625,1,0,0,"3",0,0.424994653530355,-290.653333333333
"295","1","JUL2005",0,"SC",18,"0","P",0.0333333333333085,349.333333333333,15.42,1.31333333333333,10.6066666666667,23,0,42,222.98,0,90.15625,1,0,27.7933333333333,"5",0,0.412930346930739,-295.92
"296","1","JUL2005",0,"SA",17,"0","P",0.00666666666664246,157,19.5377777777778,1,42.1533333333333,6,0.12,23,203.846666666667,0.0414875174,57.7578125,0,0,1.17333333333236,"5",12,0.50695140237212,-176.753333333333
"298","1","JUL2005",1200,"SO",23,"3","H",0,2250,7,1,0,12.9066666666667,0,23.5,1117.13333333333,0.1498128241,29.27734375,2,1,997,"3",0,0.348900626886684,-2013.46666666667
"299","1","JUL2005",0,"SH",22,"0","R",-2.28602322257151e-14,725.333333333333,18.6466666666667,1.21333333333333,18.5133333333333,3.54,1.05333333333333,8.27333333333333,538.686666666667,0.1125059458,30.9140625,0,0,2.54666666666589,"5",12,0.506016268942512,-495.066666666667
"300","1","JUL2005",1520,"SM",23,"5","R",1,1900,2,2,0,11.1033333333333,2.58666666666667,26.27,526,0.4064221205,67.84375,1,2,708,"3",1,0.276842105263158,-1374
"301","0","JUL2005",0,"SA",19,"0","P",1.03333333333333,142.666666666667,5.22444444444444,1.07333333333333,41.3733333333333,2,0.433333333333333,5,164.903333333333,0.0565901076,56.546875,0,0,0.0266666666657193,"5",12,0.45996688957063,-183.066666666667
"308","0","JUL2005",0,"SK",19,"1","P",0,1228.66666666667,7,2,129.093333333333,12,0,8,602.76,0.0551881979,25,2,2,506,"3",0,0.396729722653687,-933.033333333333
"311","1","JUL2005",0,"SM",31,"2","R",0,5450,13,1,22,0,3,9,1707,0,46.546875,0,0,184.026666666666,"5",12,0.313211009174312,-3743
"312","1","JUL2005",0,"SN",29,"3","P",0,2063.33333333333,62,1,37.4,9,7.44666666666667,3,1325.46666666667,0.1180869364,78.265625,0,0,232.853333333333,"5",12,0.518944670823497,-1445.58
"314","1","JUL2005",0,"SB",20,"0","P",0,272.666666666667,20,1.20666666666667,1,7,2,10,249.116,0.1056139951,41.0078125,0,0,1.05333333333245,"5",12,0.458880145432937,-271.03
"316","1","JUL2005",0,"SO",19,"1","R",0.0133333333333106,205.666666666667,23.745,1.05333333333333,45.3866666666667,5.35333333333333,0.753333333333333,9.27380952380952,259.671111111111,0.0020995702,24.90625,0,0,0.439999999999054,"5",12,0.61797903801201,-164.933333333333
"317","0","JUL2005",0,"SD",24,"0","P",0,335.666666666667,25,1.66,158,7.73333333333333,2.9,9.99866666666667,416.733333333333,0.0834146931,45.8515625,2,0,26.5133333333333,"5",0,0.643442047087307,-168.603333333333
"318","1","JUL2005",500,"SO",25,"1","R",1,1224.66666666667,2,1,5.22,12.065,1.02,23.3466666666667,387.72,0.1778432024,56.2421875,1,0,0,"3",1,0.302349285657062,-872.246666666667
"322","1","JUL2005",0,"SO",18,"0","P",1.01333333333333,140.333333333333,5.24444444444444,1.02,37.9088888888889,25,0,5,158.736666666667,0.0338098248,60.2109375,0,0,1.03333333333237,"5",12,0.432957039499616,-193.566666666667
"323","1","JUL2005",1,"SD",21,"0","P",0,1550,9,4,36.4266666666667,6,0,57,899.066666666667,0.5157262385,56.0078125,1,3,1783,"3",3,0.449692732090808,-1052.83333333333
"325","1","JUL2005",0,"SB",22,"1","P",0,302.333333333333,28,1.36,55,1,3,8,423.146666666667,0.0803616883,22.20703125,1,0,81.4066666666667,"5",1,0.679152235790611,-233.686666666667
"326","1","JUL2005",1,"SB",18,"0","P",3,850,2,1,20.36,2,0,28,453.233333333333,0,11.65625,1,0,0,"3",1,0.437499910756201,-679.193333333333
"328","1","JUL2005",0,"SC",23,"1","P",0,798.666666666667,34,2,54.6266666666667,1,2.54666666666667,1,870.833333333333,0,70.328125,1,1,0,"3",1.5,0.527161832293159,-583.313333333333
"332","1","JUL2005",1,"SD",20,"0","P",0,773.666666666667,38,1,15.76,19,3,38,536.181666666667,0,48.71875,0,0,0,"3",12,0.423669502247107,-575.686666666667
"335","0","JUL2005",0,"SD",19,"0","P",0,1355.33333333333,73,2,152.06,5,0,21,566.573333333333,0.1422830946,51.9140625,0,0,0,"3",12,0.449116938738155,-1145.96
"336","0","JUL2005",0,"SN",35,"0","H",1,100,1,2,176,7.65666666666667,1,15.52,249,0.0149507427,64.59375,1,1,0,"3",1,2.49,149
"337","1","JUL2005",500,"SL",19,"0","P",0.00666666666664249,657,21.2888888888889,1.23333333333333,16.24,15.3533333333333,1.17333333333333,25.3911111111111,294.006666666667,0,61.1880338541667,0,0,0.659999999999153,"4",12,0.350266633495047,-483.726666666667
"340","1","JUL2005",0,"SC",19,"1","P",0,353,12,2,0,8.38666666666667,0,4,203.893333333333,0.0837529418,43.140625,0,0,0,"3",12,0.37391099458974,-338.366666666667
"341","1","JUL2005",300,"SO",20,"1","R",0.0133333333333104,372,15.7814814814815,1.02666666666667,6.7,16.4753333333333,1.13333333333333,20.25,245.26,0.0782276045,70.109375,0,0,1.08666666666579,"5",12,0.380964081510569,-364.74
"342","1","JUL2005",1400,"SM",33,"1","R",-2.17995991628565e-14,645,22.52,1.75333333333333,31.88,3.74,2.14666666666667,5.78666666666667,757.766666666667,0,46.2000065104167,1,0,107.913333333333,"5",1,0.607294812010949,-425.986666666667
"344","0","JUL2005",1,"SB",19,"0","P",0,50,11,3,149.86,16,1,46,269.786666666667,0.0540811849,78.640625,1,2,0,"3",2,0.505912335747768,-268.706666666667
"345","0","JUL2005",0,"SO",20,"1","P",0,150,9,1,0,4,3,11,257.533333333333,0.1233684949,68.109375,1,1,93,"3",4,0.533800491482393,-207.513333333333
"346","1","JUL2005",22,"SC",20,"1","P",0,500,12,2,15.4422222222222,15,2,7,0,0.1327912249,51.71875,0,0,0,"3",12,0,-500
"348","1","JUL2005",0,"SF",19,"0","P",1.19333333333333,585.333333333333,3.88666666666667,1.24666666666667,3.98666666666667,19,0,6,256.98,0.0499055287,57.8515625,1,0,18.7933333333333,"5",1,0.367214676900689,-477.22
"351","0","JUL2005",0,"SL",32,"0","R",-2.16604512104368e-14,464.333333333333,23.8266666666667,1.29333333333333,104.166666666667,4.42666666666667,1.44666666666667,7.80666666666667,732.46,0.035137499,53.5546875,0,0,5.67999999999934,"5",12,0.634689381464362,-220.026666666667
"353","1","JUL2005",0,"SB",25,"2","R",0,754.333333333333,9,1.19333333333333,0,7.24,1.6,15.0666666666667,483.486666666667,0.1877195393,73.109375,0,0,3.71333333333268,"5",12,0.466663201253473,-508.706666666667
"355","0","JUL2005",0,"SE",20,"0","P",1,291,3,1,259,11.5,1.64,23.5133333333333,252.933333333333,0.241170655,44.2265625,2,0,0,"3",1,0.511854158478536,-271.506666666667
"361","1","JUL2005",0,"SC",19,"1","P",1.00666666666667,340.555555555556,5.02444444444444,1.21333333333333,6.6,10.5666666666667,0,4,196.56,0,73.640625,1.00666666666667,0,10.7933333333332,"5",4,0.394144743594311,-269.193333333333
"367","1","JUL2005",0,"SA",20,"1","P",0,100,13,2,31.4433333333333,8.5,1.85,3,229.211111111111,0.1392122381,73.625,1,1,0,"3",1.19333333333333,0.488569766037533,-329.86
"369","1","JUL2005",1,"SL",22,"4","P",0,1450,9,3,45,21,5.11333333333333,25,899,0.1818009359,53.96875,2,2,2419,"3",1,0.62,-551
"370","0","JUL2005",1,"SF",42,"0","R",0,50,12,3,0,5.52666666666667,0,8.54666666666667,564.073333333333,0.0582135814,32.4765625,1,1,0,"3",1.73333333333333,0.718879712757185,-356.473333333333
"372","1","JUL2005",0,"SL",20,"1","P",0,850,13,3,44,10,3,18,638.626666666667,0.008780502,62.546875,1,3,746,"3",4,0.486557973564825,-731.386666666667
"381","1","JUL2005",640,"SA",19,"0","R",0.00666666666664457,307,14.9885714285714,1.23333333333333,10.1133333333333,11.7166666666667,0.953333333333333,16.9266666666667,262.08,0,48.6818880208333,0,0,1.69999999999907,"5",12,0.459775312850588,-318.466666666667
"382","1","JUL2005",0,"SG",18,"0","P",1,714.333333333333,4,1,0,13,0,24,332.513333333333,0.0585267546,66.375,1,0,0,"3",2,0.36841503184726,-661.626666666667
"383","1","JUL2005",1500,"SF",20,"1","R",2,1984,3,1.7,0,0,2.56,20,1084.02666666667,0.1981221628,81.359375,1,0,308.606666666667,"5",0,0.497282036064078,-1101.54
"386","1","JUL2005",560,"SN",25,"2","P",0,2400,13,3,40,26,6,36,1302,0.0226760839,67.546875,1.11666666666667,0,0,"3",4,0.5425,-1098
"387","1","JUL2005",0,"SL",29,"1","P",0,2000,7,1,0,5,3,57,930,0.0121892021,70.984375,2,0,0,"3",1,0.465,-1070
"390","0","JUL2005",100,"SD",21,"1","R",1.20333333333333,333.888888888889,4.38,1.40666666666667,123.376666666667,3.78666666666667,1.22666666666667,8.24,342.24,0,42.9504166666667,2,0,43.1333333333333,"5",0,0.60630167033884,-212.14
"391","1","JUL2005",0,"SG",26,"0","R",0.0266666666666438,876,19.46,1.44666666666667,17.9733333333333,3,1.40666666666667,8.84,637.166666666667,0.1848620097,35.3203125,1,0,71.2666666666667,"5",0,0.557384857074233,-538.146666666667
"392","1","JUL2005",0,"SM",16,"0","P",1.12,314,3.72666666666667,1.12,9.09333333333333,13.3066666666667,0.16,20.5422222222222,181.673333333333,0.0656295102,56.0546875,1,0,21.8333333333332,"5",0,0.400665334625167,-278.526666666667
"393","1","JUL2005",0,"SD",20,"0","P",0,1552,39,1,23.72,0,2.35111111111111,6,893.001666666667,0.3243159112,56.21875,0,0,0,"3",12,0.468592946100765,-1256.10666666667
"394","1","JUL2005",0,"SO",18,"1","P",1,1300,3,3,9.26,6,2,27,0,0,75.796875,1,2,0,"3",4,0,-1300
"396","1","JUL2005",0,"SL",24,"3","P",0,1719,8,1,40,18,7,52,912.973333333333,0,62.5703125,1.18,0,0,"3",2,0.421355597911554,-1481.2
"398","1","JUL2005",0,"SO",20,"0","P",0,1500,26,3,0,16,1,32,750.7,0,94.921875,1,2,1697,"3",0,0.375897014168432,-1172.12666666667
"401","1","JUL2005",0,"SO",20,"0","P",0,1641.33333333333,11,1,0,2,5,10,769.133333333333,0,93.328125,1,0,0,"3",0,0.433077594209019,-1254.64666666667
"402","0","JUL2005",0,"SA",22,"3","P",0,1500,15,1,94,8.45333333333333,1,4,712,0.0936113605,59.3515625,2,1,969,"2",1,0.474666666666667,-788
"403","1","JUL2005",0,"SB",23,"4","P",1,1050,5,2,0,9,5,2,620,0.2770596026,38.4765625,1,2,1661,"3",2,0.59047619047619,-430
"404","0","JUL2005",2,"SD",22,"0","R",0,250,7,4,175,8.66,2,13.3266666666667,372,0.211575645,29.546875,1,1,0,"3",1.74,1.488,122
"406","1","JUL2005",1,"SO",36,"4","R",-2.10083802206403e-14,1464.16666666667,27.4533333333333,1.24,21.64,2.52666666666667,2.46,6.64666666666667,968.493333333333,0,37.84375,0,0,94.2133333333329,"5",12,0.514322839458023,-813.753333333333
"408","0","JUL2005",0,"SG",29,"0","H",0,850,7,4,224.893333333333,6.96666666666667,2,14.9133333333333,777.973333333333,0.145209027,65.328125,3,2,0,"3",0,0.624099893031442,-394.157777777778
"409","1","JUL2005",0,"SL",20,"2","R",0,1450,22,1,25,10.3333333333333,1.62,4,613.32,0.105998009,56.7421875,1,1,1590,"3",1.28,0.373935743327994,-954.508
"411","1","JUL2005",0,"SH",19,"0","P",0.966666666666667,319.222222222222,3.9,1.1,6.55333333333333,13.7133333333333,0.94,17.6266666666667,221.68,0,56.015625,0,0,-9.30147810625688e-13,"5",12,0.423441048787085,-324.346666666667
"412","1","JUL2005",0,"SO",23,"2","R",2,625.666666666667,5,1,17.54,0,0.946666666666667,5,463.1,0,71.921875,3,0,0,"3",0,0.518786731800824,-470.24
"416","0","JUL2005",1,"SO",19,"0","P",0,50,17,3,1,3,3,14,277.12,0.104288284,62.203125,1,2,0,"3",1.40666666666667,0.543523417064668,-255.293333333333
"418","0","JUL2005",340,"SB",20,"2","P",1,235,6,3,166,5,2,3,274.786666666667,0.3205550937,39.578125,1,2,0,"3",2,0.504291548158341,-302.306666666667
"419","1","JUL2005",0,"SD",27,"0","R",0,522.666666666667,7,1,44,2.96333333333333,1.18,8.62,575.346666666667,0.1096093024,70.546875,1,0,0,"3",0,0.627854823287592,-279.611111111111
"422","1","JUL2005",0,"SO",19,"0","P",0,241.666666666667,9,1,8.05,18,2,7,189.563333333333,0.3059620513,53.8203125,1.05333333333333,0,0,"3",3,0.421929242583386,-245.346666666667
"429","0","JUL2005",0,"SO",19,"1","P",0.0333333333333105,173.666666666667,15.8366666666667,1.02,66.8573333333333,8.87333333333333,0.613333333333333,14.7333333333333,170.473333333333,0,38.421875,0,0,0.639999999999025,"5",12,0.472492818198285,-165.133333333333
"430","1","JUL2005",1440,"SO",29,"0","R",0,834.5,14,2,1,2.58666666666667,1.7,8.02666666666667,843.093333333333,0.1304483786,67.671875,1,1,293,"3",4,0.590636836993834,-485.326666666667
"431","0","JUL2005",0,"SO",19,"0","P",2,100,6,1,227.68,2,0,9.86666666666667,188.72,0.0379355859,38.78125,3,0,0,"3",1,0.552294547606376,-202.146666666667
"432","0","JUL2005",0,"SO",20,"0","R",0,325.166666666667,18,1,130.725,7.72,1.21333333333333,10.4333333333333,457.191428571429,0.1119143583,50.6484375,0,0,6.4066666666659,"1",12,0.658941034156437,-155.103333333333
"435","1","JUL2005",0,"SA",31,"1","P",0,1767,13,4,9.09333333333333,16.0133333333333,4.75333333333333,18.52,1156.64666666667,0.1633521644,68.328125,1,1,0,"3",4,0.411232800981319,-1259.18
"436","1","JUL2005",0,"SG",24,"0","P",0,1200,25,4,0,21,6,30,734.293333333333,0.0269583684,67.328125,1,4,1079,"3",1.40666666666667,0.376938931635071,-1290.59333333333
"440","1","JUL2005",0,"SA",18,"0","P",0,567.222222222222,39,1,49.0733333333333,23,0.386666666666667,16,452.6,0,61.9765625,0,0,0,"3",12,0.567299899535334,-451.613333333333
"441","1","JUL2005",0,"SL",25,"6","R",0,500,46,1,26.68,9.54533333333333,0,22.2933333333333,93,0.128403475,55.7890625,1,1,948,"3",1.81333333333333,0.186,-407
"444","1","JUL2005",0,"SN",21,"0","P",-2.39711953990233e-14,879,30.08,1.14,20.0866666666667,12.98,2.66666666666667,19.1911111111111,573.395,0,54.8373697916667,0,0,0.646666666665985,"4",12,0.398612600891244,-773.126666666667
"446","1","JUL2005",0,"SD",24,"0","R",0,950,8,1,0,1,2,4,622,0.0607763323,52.3125,1,1,382,"3",1.51333333333333,0.654736842105263,-328
"447","0","JUL2005",0,"SA",19,"1","P",0,178,7,3,0,5.54666666666667,1.50666666666667,6,238.266666666667,0.2546921363,39.3515625,1,2,0,"3",3,0.518338716997581,-277.906666666667
"448","0","JUL2005",1,"SF",21,"1","P",1,1900,1,2,143.873333333333,0,0,5,93,0.2870660126,45.8515625,1,2,1103,"2",4,0.0489473684210526,-1807
"449","1","JUL2005",0,"SH",18,"0","P",1.05333333333333,296.666666666667,3.75333333333333,1.2,11.72,17,0,15,208.06,0.0171319477,82.40625,1,0,23.1133333333332,"5",1,0.455005474267814,-292.993333333333
"453","0","JUL2005",1,"SD",21,"1","P",0,295.333333333333,12,2,305,0,1.11333333333333,9.63333333333333,319.613333333333,0.1132163012,24.40625,2,0,0,"3",0,0.559232103126357,-316.506666666667
"454","1","JUL2005",1,"SL",27,"5","R",0,921.333333333333,35,4,27.6733333333333,5.2,3.05333333333333,10.2466666666667,967.26,0.1965020755,67.65625,0,0,0,"3",12,0.575303513348636,-665.486666666667
"455","0","JUL2005",0,"SG",22,"0","P",2,700,3,4,374.433333333333,9,5,90,248,0.0525615995,71.0625,3,1,0,"3",0,0.354285714285714,-452
"458","0","JUL2005",0,"SK",20,"0","P",0,1079.66666666667,12,1,195,12.02,2.02,18.38,642.004,0.1210337467,40.9921875,1,1,434,"2",3,0.488288852115624,-736.993333333333
"460","1","JUL2005",0,"SN",18,"0","P",0,770.666666666667,23,1,5.62,8,1,37,405.453333333333,0.0441425001,46.3671875,0,0,0,"3",12,0.388895384286708,-692.626666666667
"462","1","JUL2005",0,"SN",23,"1","P",0,150,15,3,50,5,7,15,840.468888888889,0.0471304153,71.390625,2,2,80,"2",0,0.768089771126258,-345.32
"463","0","JUL2005",0,"SO",20,"0","P",0,250,9,1,70,8.77333333333333,1.99,9.75666666666667,248,0.2343154834,50.3671875,1,0,0,"3",0,0.992,-2
"464","0","JUL2005",0,"SD",20,"1","P",1,150,2,1,71,9.67111111111111,2.08333333333333,2,0,0.2983921943,37.2578125,2,0,153.62,"2",0,0,-150
"468","1","JUL2005",0,"SB",19,"1","P",1,300,4,3,26.0266666666667,20,0,28,492.786666666667,0,66.734375,1,3,2047,"3",1.74,0.39501784317878,-896.76
"469","1","JUL2005",800,"FT",49,"1","R",0,1106,32,1,50.7266666666667,7.46666666666667,4.97333333333333,6.57333333333333,1226.12,0.2483958756,30.53515625,0,0,0,"3",12,0.616100280364252,-665.013333333333
"474","0","JUL2005",0,"SE",23,"0","P",1,250,4,1,0,8.10666666666667,1.93333333333333,12.6866666666667,352.166666666667,0.0892431163,50.6875,1.15333333333333,0,0,"3",3,0.571532868190458,-280.386666666667
"476","1","JUL2005",0,"SH",19,"1","P",0,755,12,1,19,16,2,16,440.213333333333,0.0722999566,74.609375,1,1,579,"3",1,0.413544425550069,-587.016666666667
"477","1","JUL2005",1,"SA",18,"0","R",0.0333333333333111,315.666666666667,15.0688888888889,1.09333333333333,6.44,14.1933333333333,0.173333333333333,17.4066666666667,238.113333333333,0.2340670289,39.6640625,0,0,0.0333333333324246,"5",12,0.419006725893907,-323.766666666667
"478","1","JUL2005",0,"SO",22,"1","P",-2.47786976122673e-14,318.333333333333,17.7,1.15333333333333,8.4,11,3,15,263.782666666667,0,62.9765625,0,0,-8.06418635571996e-13,"5",12,0.42607872208944,-319.376666666667
"479","1","JUL2005",300,"SO",23,"3","P",0,400,25,1.32,46,23,4,61,0,0,82.375,1,0,535.493333333333,"5",2,0,-400
"481","1","JUL2005",0,"SB",19,"1","P",1,238.666666666667,4.35666666666667,1.2,7.37333333333333,13.7466666666667,2,15,176.116666666667,0.1161716499,50.5703125,1.02,0,17.4066666666666,"5",4,0.426875820514165,-244.526666666667
"483","1","JUL2005",700,"SB",22,"1","P",1.17777777777778,641,3.29333333333333,1.24666666666667,6.68,21,2.96666666666667,17,444.14,0,60.53125,1,0,75.2866666666667,"5",1,0.440435320491407,-439.493333333333
"484","1","JUL2005",0,"SC",18,"0","P",1.08666666666667,521.333333333333,5.4,1.31888888888889,8.4,24,0,35,245.52,0,77.453125,1,0,15.9266666666666,"5",2,0.391908300408302,-380.386666666667
"491","1","JUL2005",0,"SA",19,"0","P",0,1434.33333333333,41,1,11.4266666666667,0,0,11,704.993333333333,0.0030299155,39.171875,0,0,0,"3",12,0.407766641207714,-1162.94
"493","0","JUL2005",0,"SA",21,"0","R",0,1410,54,1,108.7,7.79,1.67,11.3933333333333,737.44,0,31.91796875,1,1,225,"3",1.24,0.477845680763655,-1119.7
"494","1","JUL2005",0,"SC",19,"0","P",-2.52531329181238e-14,327.333333333333,14.7166666666667,1.3,17.7666666666667,3,1,2,241.24,0.1650494635,41.0234375,1,0,23.2599999999999,"5",0,0.475280284757793,-315.326666666667
"497","1","JUL2005",0,"SD",24,"0","P",0,1050,18,2,0,23,6,34,773.513333333333,0.0352116236,52.6796875,0,0,30.7599999999994,"5",12,0.399981375299526,-914.313333333333
"499","0","JUL2005",600,"SL",29,"0","P",0,501,25,5,326.501666666667,9.46666666666667,4.13333333333333,4,649.713333333333,0.0293144629,31.0625,3,0,0,"3",1,0.627979843427284,-370.926666666667
"504","1","JUL2005",0,"SO",25,"3","P",0,500,31,1,0,13.1866666666667,5,28.41,124,0.0048376907,86.015625,2,0,519.88,"5",1,0.248,-376
"505","0","JUL2005",0,"SB",27,"0","R",0,650,15,2,300,14.5066666666667,4,27.6933333333333,961,0.321481334,56.8046875,3,0,0,"3",0,1.47846153846154,311
"510","1","AUG2005",0,"SB",18,"0","P",0.00666666666664322,135.666666666667,18.76,1.02666666666667,46.9933333333333,9.00666666666667,0.113333333333333,11.56,215.106666666667,0.1880505877,54.8984375,0,0,-1.01996041242577e-12,"5",12,0.534329772983797,-148.68
"511","1","AUG2005",800,"SH",20,"3","P",0,450,9,1,0,15,0,68,436,0.0607307501,74.6875,1,1,1088,"3",2,0.968888888888889,-14
"513","0","AUG2005",0,"SN",23,"0","R",0,368.333333333333,20,2,154.866666666667,7.42666666666667,4,10.4866666666667,523.086666666667,0.4376852792,37.1640625,2,0,0,"3",0,0.603497731040778,-312.02
"514","1","AUG2005",0,"SO",18,"0","P",1.06,284.333333333333,4.22666666666667,1.06,14.44,14.2533333333333,0,21.06,42.5266666666667,0,92.546875,0,0,-9.71454028331209e-13,"5",12,0.109509719191713,-279.1
"516","1","AUG2005",0,"SL",20,"2","P",0,622,9,1,5.28,12,3,56,306.153333333333,0,75.4375,1.04,0,0,"3",3,0.369264296492849,-451.313333333333
"517","1","AUG2005",0,"SF",19,"0","P",0,709.666666666667,9,2,2.3,18,1,14,342.113333333333,0.0811480416,36.125,1,1,0,"3",1.98,0.376450326050875,-575.276666666667
"519","0","AUG2005",0,"SC",21,"1","P",0,288.333333333333,23,2,104.833333333333,4,3,22,318.793333333333,0.1060932721,60.015625,1,0,54.1866666666667,"5",1,0.506813578770275,-321
"525","1","AUG2005",1,"SO",17,"0","P",0.026666666666642,279.166666666667,12.9866666666667,1.31333333333333,11.0466666666667,21,0.24,47,169.72,0,44.1640625,1,0,2.8466666666665,"5",0,0.385277930933481,-232.096666666667
"527","1","AUG2005",0,"SO",22,"0","H",0,3650,12,2,0,10.34,2.95333333333333,14.7533333333333,1705,0,37.0078125,1,1,613,"3",4,0.467123287671233,-1945
"528","1","AUG2005",300,"FT",19,"0","P",0,474,12,1,37.8533333333333,2,1.30444444444444,2,405.086666666667,0,43.9375,2,0,0,"3",0,0.550619961861803,-336.417777777778
"529","0","AUG2005",800,"SF",32,"0","R",0.0199999999999779,487,17.6666666666667,1.85333333333333,171.073333333333,5.04,2.02666666666667,10.2733333333333,599.76,0.1430144398,59.203125,1,0,92.0733333333333,"5",1,0.645913455367118,-240.466666666667
"530","1","AUG2005",0,"SC",19,"0","P",0.013333333333309,2698.33333333333,52.2511111111111,1.72666666666667,24.48,17,7,63,1347.79333333333,0.1410914548,87.609375,0,0,92.3333333333328,"5",12,0.37149122293507,-1988.00666666667
"533","1","AUG2005",1,"SN",38,"0","H",2,4500,6,3,45,7.16,5,8.06666666666667,3751,0.0935211685,58.9453125,3,1,0,"3",0,0.833555555555556,-749
